wage,year,age,maritl,education
91.69922611,2004,42,2. Married,2. HS Grad
66.96164432,2007,53,2. Married,2. HS Grad
95.23071257,2004,22,1. Never Married,3. Some College
98.59934386,2003,49,2. Married,2. HS Grad
109.8339856,2005,33,1. Never Married,2. HS Grad
81.28325328,2005,31,1. Never Married,2. HS Grad
90.48191336,2004,43,2. Married,1. < HS Grad
109.8339856,2009,57,2. Married,5. Advanced Degree
148.4131591,2005,40,2. Married,5. Advanced Degree
84.52946902,2003,48,2. Married,2. HS Grad
101.8243521,2004,46,2. Married,4. College Grad
104.9215065,2009,58,2. Married,4. College Grad
104.9215065,2003,50,2. Married,1. < HS Grad
99.6894637,2005,38,2. Married,3. Some College
101.4020523,2004,33,1. Never Married,5. Advanced Degree
149.0558956,2007,52,2. Married,3. Some College
73.77574327,2004,48,2. Married,1. < HS Grad
160.6424754,2006,53,2. Married,5. Advanced Degree
118.8843593,2008,37,1. Never Married,3. Some College
119.4052043,2007,43,2. Married,2. HS Grad
107.9039239,2008,54,2. Married,3. Some College
154.8683672,2004,41,2. Married,5. Advanced Degree
75.35567932,2005,57,2. Married,4. College Grad
118.5395025,2007,54,2. Married,5. Advanced Degree
76.89360252,2009,25,4. Divorced,2. HS Grad
62.19867943,2003,35,5. Separated,1. < HS Grad
182.020621,2008,29,2. Married,3. Some College
267.9010869,2009,36,2. Married,2. HS Grad
141.7751723,2005,43,2. Married,4. College Grad
186.8766776,2007,41,2. Married,4. College Grad
72.15045568,2003,52,2. Married,4. College Grad
49.55533812,2005,48,2. Married,2. HS Grad
81.28325328,2003,51,2. Married,2. HS Grad
118.8843593,2004,55,2. Married,3. Some College
97.49329405,2004,37,2. Married,5. Advanced Degree
111.7208494,2007,48,1. Never Married,3. Some College
101.8243521,2003,42,2. Married,1. < HS Grad
127.1157438,2007,43,2. Married,4. College Grad
87.98103279,2006,32,2. Married,2. HS Grad
84.04595765,2006,33,1. Never Married,4. College Grad
78.3924668,2003,48,2. Married,2. HS Grad
46.36650274,2009,20,1. Never Married,3. Some College
132.8607653,2005,43,2. Married,2. HS Grad
61.59458318,2003,58,4. Divorced,2. HS Grad
99.6894637,2004,38,2. Married,3. Some College
66.22940829,2008,23,1. Never Married,2. HS Grad
108.8745258,2009,54,4. Divorced,2. HS Grad
99.6894637,2007,66,2. Married,5. Advanced Degree
152.838801,2009,47,2. Married,5. Advanced Degree
76.89360252,2003,35,2. Married,3. Some College
143.1349408,2008,39,2. Married,2. HS Grad
125.2042866,2005,35,1. Never Married,3. Some College
75.61069586,2006,40,2. Married,3. Some College
109.8339856,2006,41,2. Married,2. HS Grad
176.9896505,2004,40,2. Married,5. Advanced Degree
59.09706408,2006,50,2. Married,2. HS Grad
99.6894637,2004,35,2. Married,2. HS Grad
95.23071257,2009,43,2. Married,3. Some College
104.9215065,2005,26,1. Never Married,3. Some College
49.55533812,2009,23,1. Never Married,2. HS Grad
130.9821774,2003,61,2. Married,5. Advanced Degree
43.73511168,2004,24,1. Never Married,4. College Grad
118.8843593,2006,66,2. Married,3. Some College
109.8339856,2006,50,3. Widowed,2. HS Grad
75.04315402,2005,22,1. Never Married,2. HS Grad
91.69922611,2004,62,2. Married,2. HS Grad
105.9278108,2003,55,2. Married,4. College Grad
73.77574327,2004,41,2. Married,4. College Grad
170.1568344,2005,54,2. Married,4. College Grad
138.2991269,2009,29,2. Married,4. College Grad
101.8243521,2004,39,2. Married,2. HS Grad
87.98103279,2006,71,4. Divorced,4. College Grad
78.3924668,2003,22,1. Never Married,4. College Grad
123.0896998,2007,48,2. Married,4. College Grad
116.2653241,2009,35,2. Married,3. Some College
90.48191336,2003,46,2. Married,4. College Grad
109.8339856,2003,51,2. Married,1. < HS Grad
104.9215065,2005,55,2. Married,2. HS Grad
118.8843593,2005,36,2. Married,2. HS Grad
94.07271475,2008,57,2. Married,2. HS Grad
141.7751723,2005,21,2. Married,2. HS Grad
128.6804882,2006,60,2. Married,5. Advanced Degree
73.77574327,2006,41,1. Never Married,3. Some College
139.3538118,2004,56,2. Married,4. College Grad
94.07271475,2005,32,1. Never Married,4. College Grad
73.77574327,2003,32,2. Married,2. HS Grad
107.9039239,2006,36,4. Divorced,3. Some College
64.54207487,2006,28,1. Never Married,2. HS Grad
138.2991269,2009,60,2. Married,5. Advanced Degree
89.24288466,2003,41,2. Married,3. Some College
99.6894637,2006,55,2. Married,3. Some College
109.8339856,2003,36,2. Married,3. Some College
90.48191336,2006,46,1. Never Married,3. Some College
89.49247952,2008,62,2. Married,2. HS Grad
102.7662809,2006,44,2. Married,2. HS Grad
118.8843593,2006,36,2. Married,4. College Grad
148.4131591,2004,41,2. Married,2. HS Grad
114.4757133,2006,22,1. Never Married,4. College Grad
129.9836348,2008,51,2. Married,5. Advanced Degree
110.7826503,2008,57,2. Married,1. < HS Grad
114.4757133,2005,55,2. Married,2. HS Grad
148.4131591,2003,36,2. Married,4. College Grad
276.7784133,2008,43,2. Married,5. Advanced Degree
23.95294448,2003,38,2. Married,3. Some College
103.9024706,2006,27,1. Never Married,3. Some College
118.8843593,2007,32,2. Married,3. Some College
71.68674367,2009,44,1. Never Married,1. < HS Grad
276.7784133,2008,56,2. Married,4. College Grad
141.7751723,2007,38,2. Married,4. College Grad
99.6894637,2003,36,2. Married,1. < HS Grad
108.8745258,2005,28,1. Never Married,3. Some College
79.85490031,2005,39,2. Married,2. HS Grad
78.98460618,2008,42,1. Never Married,2. HS Grad
82.6796373,2009,51,2. Married,1. < HS Grad
89.49247952,2004,55,2. Married,2. HS Grad
130.9821774,2007,39,1. Never Married,5. Advanced Degree
109.7060518,2003,42,2. Married,1. < HS Grad
117.1468169,2006,33,2. Married,5. Advanced Degree
73.77574327,2008,23,1. Never Married,2. HS Grad
81.28325328,2003,40,2. Married,4. College Grad
80.85819596,2003,40,2. Married,3. Some College
107.9039239,2009,51,2. Married,3. Some College
76.89360252,2007,76,2. Married,4. College Grad
87.98103279,2007,57,4. Divorced,5. Advanced Degree
95.23071257,2003,27,5. Separated,3. Some College
84.04595765,2005,26,1. Never Married,2. HS Grad
99.6894637,2005,25,2. Married,2. HS Grad
101.4020523,2005,27,2. Married,3. Some College
87.98103279,2004,33,1. Never Married,3. Some College
87.98103279,2003,51,4. Divorced,1. < HS Grad
94.07271475,2005,22,1. Never Married,4. College Grad
128.1996369,2005,47,2. Married,2. HS Grad
136.5176552,2009,34,1. Never Married,3. Some College
107.9039239,2008,47,4. Divorced,3. Some College
123.0896998,2005,31,1. Never Married,3. Some College
91.69922611,2005,46,2. Married,2. HS Grad
78.3924668,2006,47,2. Married,2. HS Grad
154.685293,2006,49,2. Married,4. College Grad
136.1577108,2003,40,2. Married,4. College Grad
81.28325328,2004,51,2. Married,1. < HS Grad
76.28327785,2008,31,2. Married,3. Some College
109.8339856,2003,58,2. Married,2. HS Grad
87.78843622,2005,48,2. Married,3. Some College
127.1157438,2004,54,4. Divorced,4. College Grad
154.0729972,2007,56,1. Never Married,5. Advanced Degree
109.8339856,2007,61,2. Married,2. HS Grad
138.2991269,2009,32,2. Married,5. Advanced Degree
164.6469889,2007,60,2. Married,4. College Grad
138.2991269,2006,42,2. Married,3. Some College
44.97829203,2003,22,1. Never Married,3. Some College
106.7239776,2003,46,2. Married,3. Some College
114.4757133,2005,53,2. Married,1. < HS Grad
73.77574327,2008,43,4. Divorced,4. College Grad
75.35567932,2009,32,1. Never Married,2. HS Grad
141.7751723,2009,30,2. Married,4. College Grad
109.8339856,2009,50,1. Never Married,5. Advanced Degree
277.7994802,2006,40,2. Married,5. Advanced Degree
79.85490031,2009,55,2. Married,1. < HS Grad
166.3249412,2004,42,2. Married,4. College Grad
75.35567932,2004,35,1. Never Married,2. HS Grad
100.0867423,2004,33,2. Married,4. College Grad
102.8702469,2004,33,2. Married,3. Some College
118.7120941,2003,38,2. Married,2. HS Grad
117.1468169,2009,41,2. Married,2. HS Grad
123.5000178,2009,42,2. Married,5. Advanced Degree
148.4131591,2009,58,2. Married,4. College Grad
76.89360252,2009,45,2. Married,2. HS Grad
109.8339856,2009,47,1. Never Married,2. HS Grad
105.9278108,2005,30,2. Married,2. HS Grad
160.6424754,2009,34,2. Married,4. College Grad
149.6950421,2006,43,2. Married,5. Advanced Degree
99.6894637,2008,58,5. Separated,1. < HS Grad
104.9235317,2009,44,2. Married,3. Some College
61.18752643,2005,28,2. Married,1. < HS Grad
105.9278108,2004,46,2. Married,3. Some College
107.9039239,2008,36,2. Married,3. Some College
70.81503862,2007,37,2. Married,2. HS Grad
160.6424754,2008,47,2. Married,4. College Grad
99.6894637,2007,56,4. Divorced,3. Some College
111.7208494,2009,38,2. Married,3. Some College
75.35567932,2007,41,1. Never Married,1. < HS Grad
94.07271475,2004,62,2. Married,3. Some College
87.98103279,2004,40,2. Married,3. Some College
123.0896998,2004,44,2. Married,5. Advanced Degree
99.6894637,2007,56,2. Married,4. College Grad
76.89360252,2008,51,2. Married,3. Some College
86.69515483,2005,41,2. Married,3. Some College
176.9896505,2005,52,2. Married,5. Advanced Degree
100.7642728,2008,27,2. Married,3. Some College
114.4757133,2004,52,2. Married,4. College Grad
67.17929148,2005,51,4. Divorced,2. HS Grad
79.85490031,2009,51,2. Married,2. HS Grad
90.48191336,2005,28,1. Never Married,4. College Grad
57.97094218,2007,49,1. Never Married,2. HS Grad
114.4757133,2007,61,2. Married,1. < HS Grad
99.6894637,2006,39,2. Married,2. HS Grad
89.49247952,2005,23,1. Never Married,1. < HS Grad
151.8050963,2007,53,2. Married,5. Advanced Degree
87.98103279,2004,55,1. Never Married,3. Some College
87.98103279,2005,48,1. Never Married,2. HS Grad
104.9215065,2007,50,2. Married,4. College Grad
65.11085372,2009,31,1. Never Married,1. < HS Grad
128.6804882,2007,53,2. Married,2. HS Grad
154.685293,2008,49,2. Married,4. College Grad
130.9821774,2003,49,1. Never Married,4. College Grad
120.5894365,2004,43,2. Married,2. HS Grad
81.28325328,2007,20,1. Never Married,2. HS Grad
110.1729303,2008,46,4. Divorced,2. HS Grad
152.2168068,2005,48,2. Married,4. College Grad
70.47601965,2005,19,1. Never Married,2. HS Grad
85.38394038,2004,56,4. Divorced,4. College Grad
101.8243521,2003,44,2. Married,3. Some College
85.38394038,2009,23,1. Never Married,2. HS Grad
101.8243521,2005,42,1. Never Married,4. College Grad
118.8843593,2008,32,2. Married,5. Advanced Degree
73.77574327,2003,32,1. Never Married,2. HS Grad
73.77574327,2003,43,2. Married,2. HS Grad
138.610994,2008,57,1. Never Married,4. College Grad
109.8339856,2008,26,2. Married,3. Some College
151.5914842,2009,67,4. Divorced,3. Some College
176.9896505,2004,31,2. Married,5. Advanced Degree
103.9024706,2006,49,4. Divorced,3. Some College
128.6804882,2005,29,1. Never Married,4. College Grad
108.8745258,2008,41,2. Married,3. Some College
87.98103279,2006,35,2. Married,2. HS Grad
95.23071257,2009,39,2. Married,2. HS Grad
98.59934386,2004,33,5. Separated,3. Some College
141.7751723,2009,53,2. Married,4. College Grad
123.0896998,2009,43,2. Married,4. College Grad
94.65402038,2004,36,2. Married,4. College Grad
148.4131591,2004,38,2. Married,5. Advanced Degree
104.9215065,2003,58,2. Married,2. HS Grad
123.0896998,2004,45,2. Married,4. College Grad
94.5960991,2005,34,1. Never Married,2. HS Grad
127.1157438,2007,30,2. Married,4. College Grad
29.3769761,2008,21,1. Never Married,2. HS Grad
129.4536446,2003,39,2. Married,4. College Grad
109.8339856,2006,28,1. Never Married,3. Some College
99.6894637,2008,54,2. Married,2. HS Grad
90.48191336,2007,24,1. Never Married,3. Some College
70.81503862,2005,57,2. Married,5. Advanced Degree
95.23071257,2003,48,5. Separated,2. HS Grad
109.8339856,2004,31,2. Married,3. Some College
182.020621,2006,47,1. Never Married,5. Advanced Degree
160.6424754,2004,44,2. Married,4. College Grad
70.47601965,2004,30,1. Never Married,2. HS Grad
130.9821774,2003,41,1. Never Married,4. College Grad
105.9278108,2008,26,1. Never Married,4. College Grad
109.8339856,2009,32,1. Never Married,3. Some College
97.4710061,2009,39,2. Married,2. HS Grad
111.7208494,2004,42,2. Married,3. Some College
172.2172655,2005,24,1. Never Married,4. College Grad
129.4536446,2006,44,4. Divorced,5. Advanced Degree
127.1157438,2006,30,1. Never Married,4. College Grad
134.7053751,2006,58,2. Married,4. College Grad
94.07271475,2008,33,1. Never Married,2. HS Grad
94.07271475,2008,56,2. Married,2. HS Grad
96.93409046,2005,28,2. Married,3. Some College
276.7784133,2008,41,2. Married,5. Advanced Degree
32.36641317,2009,22,2. Married,3. Some College
84.45025367,2004,37,4. Divorced,3. Some College
65.11085372,2006,18,1. Never Married,1. < HS Grad
84.7183897,2004,37,1. Never Married,4. College Grad
167.7065756,2007,43,2. Married,4. College Grad
94.07271475,2008,49,2. Married,2. HS Grad
134.7053751,2005,36,2. Married,4. College Grad
81.28325328,2007,47,2. Married,5. Advanced Degree
134.7053751,2003,52,2. Married,4. College Grad
114.4757133,2009,34,2. Married,3. Some College
130.9821774,2004,62,2. Married,4. College Grad
104.9215065,2007,44,2. Married,1. < HS Grad
152.2168068,2005,48,2. Married,1. < HS Grad
124.7204462,2007,51,2. Married,2. HS Grad
148.4131591,2009,35,1. Never Married,4. College Grad
89.24288466,2003,42,2. Married,2. HS Grad
82.6796373,2005,34,1. Never Married,4. College Grad
94.07271475,2003,50,2. Married,4. College Grad
153.4575153,2006,50,4. Divorced,4. College Grad
46.7632688,2004,55,2. Married,4. College Grad
129.4536446,2009,56,2. Married,2. HS Grad
130.9821774,2005,50,2. Married,2. HS Grad
94.07271475,2009,44,2. Married,4. College Grad
99.6894637,2005,30,2. Married,4. College Grad
128.6804882,2005,34,2. Married,4. College Grad
73.77574327,2007,50,4. Divorced,2. HS Grad
110.7826503,2004,51,2. Married,4. College Grad
99.6894637,2003,53,2. Married,3. Some College
91.69922611,2004,40,1. Never Married,5. Advanced Degree
82.6796373,2006,34,2. Married,2. HS Grad
118.8843593,2006,36,2. Married,3. Some College
148.4131591,2005,44,2. Married,3. Some College
95.23071257,2008,54,2. Married,2. HS Grad
163.515864,2008,36,2. Married,4. College Grad
279.501782,2006,62,2. Married,5. Advanced Degree
114.4757133,2008,33,1. Never Married,5. Advanced Degree
102.8702469,2004,44,1. Never Married,2. HS Grad
87.98103279,2005,80,1. Never Married,2. HS Grad
87.98103279,2005,45,2. Married,2. HS Grad
70.47601965,2008,58,4. Divorced,4. College Grad
101.8243521,2004,51,2. Married,3. Some College
277.6014175,2005,60,2. Married,3. Some College
87.98103279,2007,33,2. Married,1. < HS Grad
104.9215065,2006,28,1. Never Married,3. Some College
127.1157438,2004,37,2. Married,4. College Grad
99.6894637,2006,56,2. Married,3. Some College
171.7651326,2009,59,2. Married,5. Advanced Degree
75.04315402,2004,56,2. Married,2. HS Grad
72.15045568,2003,34,2. Married,1. < HS Grad
34.60741773,2004,37,1. Never Married,2. HS Grad
94.07271475,2009,36,2. Married,4. College Grad
176.9896505,2008,45,2. Married,4. College Grad
140.3982002,2006,36,2. Married,5. Advanced Degree
27.14057921,2008,23,1. Never Married,3. Some College
127.1157438,2003,56,2. Married,2. HS Grad
114.4757133,2005,33,2. Married,3. Some College
127.1157438,2009,48,2. Married,1. < HS Grad
82.6796373,2008,28,1. Never Married,2. HS Grad
101.8243521,2008,37,2. Married,3. Some College
86.69515483,2006,56,2. Married,2. HS Grad
63.188861,2005,22,1. Never Married,3. Some College
114.9265218,2007,60,2. Married,2. HS Grad
81.28325328,2009,30,1. Never Married,4. College Grad
101.8243521,2003,50,2. Married,2. HS Grad
101.8243521,2003,38,2. Married,5. Advanced Degree
103.181327,2009,55,2. Married,5. Advanced Degree
113.5670896,2006,26,2. Married,4. College Grad
148.4131591,2006,39,2. Married,3. Some College
148.4131591,2003,42,2. Married,5. Advanced Degree
105.6914475,2007,71,2. Married,4. College Grad
128.6804882,2008,33,2. Married,3. Some College
51.75144037,2004,49,1. Never Married,2. HS Grad
81.28325328,2005,45,2. Married,3. Some College
158.2946214,2004,41,2. Married,5. Advanced Degree
54.1212054,2005,59,4. Divorced,1. < HS Grad
127.1157438,2004,33,2. Married,4. College Grad
71.68674367,2009,47,1. Never Married,1. < HS Grad
145.1436012,2006,34,2. Married,3. Some College
94.07271475,2007,23,2. Married,3. Some College
127.901233,2009,32,2. Married,2. HS Grad
102.8702469,2009,30,2. Married,4. College Grad
89.49247952,2006,54,2. Married,2. HS Grad
104.9215065,2009,46,2. Married,3. Some College
137.5901428,2005,52,2. Married,4. College Grad
176.9896505,2008,50,2. Married,2. HS Grad
97.49329405,2007,57,2. Married,2. HS Grad
100.7642728,2005,46,2. Married,3. Some College
81.28325328,2005,30,1. Never Married,3. Some College
56.90553914,2006,32,1. Never Married,3. Some College
105.9278108,2008,53,2. Married,3. Some College
138.2991269,2005,48,2. Married,4. College Grad
108.8745258,2003,31,2. Married,3. Some College
76.89360252,2003,50,2. Married,2. HS Grad
109.8339856,2004,41,2. Married,4. College Grad
94.07271475,2008,47,2. Married,2. HS Grad
75.35567932,2004,37,2. Married,2. HS Grad
74.57116177,2004,24,1. Never Married,3. Some College
81.28325328,2004,53,2. Married,1. < HS Grad
95.23071257,2004,39,4. Divorced,2. HS Grad
145.1436012,2007,47,2. Married,3. Some College
140.3982002,2006,36,2. Married,4. College Grad
148.4131591,2006,34,2. Married,4. College Grad
99.6894637,2004,45,2. Married,3. Some College
59.09706408,2003,60,2. Married,1. < HS Grad
118.8843593,2006,43,2. Married,1. < HS Grad
64.35102457,2009,20,1. Never Married,2. HS Grad
133.2323508,2008,27,1. Never Married,4. College Grad
59.09706408,2004,35,4. Divorced,2. HS Grad
104.9215065,2008,50,2. Married,2. HS Grad
60.15412466,2009,56,2. Married,2. HS Grad
30.92375269,2008,19,1. Never Married,3. Some College
109.8339856,2006,35,2. Married,4. College Grad
65.11085372,2005,23,1. Never Married,1. < HS Grad
94.07271475,2003,45,3. Widowed,2. HS Grad
65.11085372,2004,54,4. Divorced,1. < HS Grad
87.98103279,2008,43,1. Never Married,2. HS Grad
176.9896505,2008,42,2. Married,5. Advanced Degree
189.2441629,2005,51,2. Married,4. College Grad
79.85490031,2007,49,1. Never Married,4. College Grad
111.1854619,2006,48,2. Married,2. HS Grad
118.8843593,2005,50,4. Divorced,4. College Grad
81.28325328,2006,37,2. Married,4. College Grad
186.8766776,2005,38,2. Married,5. Advanced Degree
154.685293,2009,58,2. Married,4. College Grad
124.7204462,2005,41,2. Married,1. < HS Grad
277.7994802,2006,51,2. Married,4. College Grad
99.59198882,2006,51,2. Married,3. Some College
87.98103279,2006,44,2. Married,1. < HS Grad
114.4757133,2003,43,2. Married,4. College Grad
145.1436012,2004,34,2. Married,3. Some College
138.2991269,2005,43,2. Married,4. College Grad
256.4006496,2004,59,2. Married,4. College Grad
113.5670896,2004,61,4. Divorced,2. HS Grad
118.0197533,2008,40,2. Married,1. < HS Grad
104.9215065,2009,49,2. Married,3. Some College
130.9821774,2003,55,2. Married,4. College Grad
123.0896998,2005,54,2. Married,5. Advanced Degree
109.8339856,2004,41,2. Married,2. HS Grad
109.8339856,2006,29,2. Married,2. HS Grad
138.2991269,2009,66,2. Married,2. HS Grad
107.4339706,2006,61,2. Married,5. Advanced Degree
105.9278108,2003,34,4. Divorced,2. HS Grad
121.4303138,2007,41,1. Never Married,2. HS Grad
85.38394038,2004,48,4. Divorced,1. < HS Grad
91.69922611,2005,26,1. Never Married,4. College Grad
90.48191336,2006,54,4. Divorced,3. Some College
104.9215065,2008,44,2. Married,2. HS Grad
147.1166892,2008,60,4. Divorced,4. College Grad
81.28325328,2008,57,2. Married,2. HS Grad
107.9039239,2009,53,2. Married,2. HS Grad
118.8843593,2007,54,4. Divorced,5. Advanced Degree
104.9215065,2009,37,2. Married,4. College Grad
127.1157438,2008,62,2. Married,2. HS Grad
87.98103279,2003,40,2. Married,3. Some College
111.7208494,2008,39,2. Married,2. HS Grad
81.28325328,2005,55,1. Never Married,2. HS Grad
123.0896998,2006,57,2. Married,4. College Grad
176.9896505,2003,45,2. Married,4. College Grad
82.6796373,2003,41,2. Married,4. College Grad
102.7662809,2007,28,1. Never Married,3. Some College
120.5894365,2003,58,2. Married,5. Advanced Degree
141.7751723,2008,47,1. Never Married,5. Advanced Degree
106.9218141,2007,60,1. Never Married,5. Advanced Degree
268.266292,2003,26,1. Never Married,4. College Grad
109.8339856,2006,52,2. Married,3. Some College
99.6894637,2008,31,2. Married,3. Some College
200.5432623,2007,63,2. Married,5. Advanced Degree
109.8339856,2005,42,2. Married,2. HS Grad
125.5254984,2009,30,1. Never Married,5. Advanced Degree
114.4757133,2007,52,2. Married,3. Some College
160.6424754,2005,38,2. Married,5. Advanced Degree
99.6894637,2008,29,2. Married,1. < HS Grad
160.6424754,2007,42,2. Married,4. College Grad
125.5254984,2007,57,2. Married,4. College Grad
133.2323508,2005,46,2. Married,3. Some College
75.04315402,2003,21,1. Never Married,1. < HS Grad
109.8339856,2005,34,4. Divorced,3. Some College
63.188861,2008,39,1. Never Married,2. HS Grad
95.23071257,2006,26,1. Never Married,3. Some College
111.7208494,2004,42,4. Divorced,1. < HS Grad
78.3924668,2004,48,2. Married,3. Some College
99.6894637,2009,54,2. Married,2. HS Grad
82.6796373,2003,80,2. Married,2. HS Grad
78.3924668,2006,37,2. Married,2. HS Grad
81.28325328,2007,31,1. Never Married,3. Some College
70.81503862,2003,41,5. Separated,2. HS Grad
148.4131591,2004,37,2. Married,4. College Grad
130.6022275,2003,43,1. Never Married,4. College Grad
200.5432623,2004,54,2. Married,4. College Grad
148.4131591,2004,39,2. Married,5. Advanced Degree
87.98103279,2004,45,2. Married,2. HS Grad
96.14407221,2007,21,1. Never Married,2. HS Grad
104.9215065,2005,59,2. Married,3. Some College
62.23868126,2007,29,1. Never Married,4. College Grad
137.5901428,2009,29,2. Married,4. College Grad
87.98103279,2005,33,1. Never Married,1. < HS Grad
155.9005061,2003,45,2. Married,4. College Grad
176.9896505,2008,53,4. Divorced,5. Advanced Degree
123.0896998,2003,63,2. Married,4. College Grad
138.2991269,2004,56,2. Married,4. College Grad
63.188861,2003,21,1. Never Married,2. HS Grad
73.77574327,2007,39,3. Widowed,2. HS Grad
182.020621,2007,30,2. Married,4. College Grad
116.2653241,2003,42,2. Married,4. College Grad
94.07271475,2004,40,4. Divorced,3. Some College
148.4131591,2004,47,2. Married,3. Some College
20.08553692,2005,43,2. Married,3. Some College
111.7208494,2005,42,4. Divorced,3. Some College
148.4131591,2008,50,2. Married,4. College Grad
81.28325328,2004,39,2. Married,2. HS Grad
70.47601965,2007,50,2. Married,4. College Grad
92.89584479,2005,60,3. Widowed,5. Advanced Degree
87.98103279,2009,57,1. Never Married,3. Some College
89.49247952,2007,38,2. Married,2. HS Grad
102.8702469,2004,49,2. Married,2. HS Grad
73.77574327,2004,51,4. Divorced,2. HS Grad
66.22940829,2004,33,2. Married,3. Some College
117.1468169,2006,59,1. Never Married,3. Some College
101.8243521,2006,41,2. Married,2. HS Grad
116.2653241,2003,33,2. Married,5. Advanced Degree
126.3238807,2008,28,1. Never Married,4. College Grad
82.74175417,2009,49,1. Never Married,3. Some College
112.6488963,2005,51,5. Separated,4. College Grad
118.8843593,2008,36,1. Never Married,4. College Grad
87.98103279,2003,26,1. Never Married,3. Some College
54.02996518,2005,22,1. Never Married,4. College Grad
117.1468169,2006,47,2. Married,2. HS Grad
118.8843593,2003,59,2. Married,5. Advanced Degree
127.901233,2004,41,2. Married,4. College Grad
87.98103279,2006,32,1. Never Married,4. College Grad
109.8339856,2008,45,2. Married,1. < HS Grad
68.74808773,2008,39,2. Married,1. < HS Grad
95.23071257,2006,64,2. Married,2. HS Grad
134.7053751,2004,36,2. Married,4. College Grad
81.28325328,2004,61,2. Married,2. HS Grad
68.74808773,2003,34,2. Married,1. < HS Grad
134.7053751,2004,52,2. Married,5. Advanced Degree
81.28325328,2008,33,2. Married,2. HS Grad
150.6951821,2009,36,2. Married,4. College Grad
94.07271475,2005,34,2. Married,2. HS Grad
75.35567932,2004,39,1. Never Married,1. < HS Grad
141.7751723,2004,59,3. Widowed,5. Advanced Degree
175.9329977,2009,49,2. Married,4. College Grad
198.3502905,2006,40,2. Married,5. Advanced Degree
94.07271475,2006,49,2. Married,2. HS Grad
81.28325328,2003,25,2. Married,2. HS Grad
81.28325328,2009,59,2. Married,4. College Grad
76.43645437,2007,39,2. Married,2. HS Grad
94.07271475,2005,40,2. Married,3. Some College
104.9215065,2009,51,2. Married,4. College Grad
110.7826503,2009,63,1. Never Married,2. HS Grad
92.89584479,2007,53,2. Married,1. < HS Grad
99.6894637,2008,25,1. Never Married,4. College Grad
85.38394038,2007,53,4. Divorced,2. HS Grad
75.35567932,2006,23,2. Married,4. College Grad
72.15045568,2004,36,1. Never Married,2. HS Grad
31.41099627,2005,19,1. Never Married,2. HS Grad
92.89584479,2005,47,2. Married,2. HS Grad
103.9024706,2005,43,1. Never Married,5. Advanced Degree
111.7208494,2004,40,2. Married,4. College Grad
180.7799522,2009,38,2. Married,5. Advanced Degree
109.8339856,2003,63,2. Married,3. Some College
36.6737042,2008,45,1. Never Married,4. College Grad
73.77574327,2008,32,2. Married,2. HS Grad
98.59934386,2009,37,2. Married,4. College Grad
57.46364704,2004,37,4. Divorced,2. HS Grad
118.8843593,2008,41,2. Married,5. Advanced Degree
82.6796373,2005,45,1. Never Married,4. College Grad
81.28325328,2008,22,1. Never Married,3. Some College
227.458934,2005,58,2. Married,5. Advanced Degree
91.69922611,2003,44,2. Married,2. HS Grad
116.2653241,2007,39,2. Married,3. Some College
141.7751723,2005,40,2. Married,2. HS Grad
81.28325328,2003,33,1. Never Married,3. Some College
91.09321847,2006,35,2. Married,5. Advanced Degree
114.4757133,2009,63,2. Married,5. Advanced Degree
160.6424754,2003,45,2. Married,5. Advanced Degree
99.6894637,2008,31,2. Married,2. HS Grad
92.89584479,2003,41,1. Never Married,5. Advanced Degree
276.7784133,2008,66,2. Married,5. Advanced Degree
82.6796373,2009,45,1. Never Married,2. HS Grad
99.6894637,2007,47,1. Never Married,3. Some College
124.7204462,2006,35,2. Married,2. HS Grad
100.7642728,2005,52,2. Married,2. HS Grad
169.8003423,2003,62,2. Married,4. College Grad
82.6796373,2003,47,2. Married,2. HS Grad
136.8763676,2004,40,2. Married,3. Some College
277.7994802,2006,41,2. Married,5. Advanced Degree
118.8843593,2009,48,2. Married,2. HS Grad
118.8843593,2005,55,2. Married,4. College Grad
114.4757133,2009,64,2. Married,2. HS Grad
61.18752643,2004,29,2. Married,4. College Grad
118.8843593,2003,49,2. Married,3. Some College
133.2323508,2009,32,2. Married,4. College Grad
82.6796373,2006,41,2. Married,2. HS Grad
148.4131591,2004,58,2. Married,3. Some College
148.4131591,2003,41,2. Married,3. Some College
96.93409046,2007,34,1. Never Married,3. Some College
154.685293,2004,43,2. Married,4. College Grad
87.98103279,2003,23,1. Never Married,1. < HS Grad
102.8702469,2003,40,1. Never Married,5. Advanced Degree
281.7459706,2007,46,2. Married,5. Advanced Degree
106.9218141,2004,35,2. Married,4. College Grad
148.4144482,2007,42,1. Never Married,5. Advanced Degree
111.7208494,2009,47,5. Separated,2. HS Grad
148.4131591,2007,45,2. Married,2. HS Grad
108.8745258,2008,34,1. Never Married,4. College Grad
104.9215065,2004,57,2. Married,2. HS Grad
86.17378673,2005,32,1. Never Married,3. Some College
102.8702469,2009,55,4. Divorced,2. HS Grad
76.28327785,2008,22,1. Never Married,4. College Grad
124.7204462,2005,51,2. Married,2. HS Grad
66.96164432,2006,26,1. Never Married,2. HS Grad
54.59815003,2004,27,1. Never Married,4. College Grad
166.3249412,2004,34,2. Married,4. College Grad
91.70163967,2007,48,2. Married,2. HS Grad
78.346562,2008,23,2. Married,2. HS Grad
